#System:, Super,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Setup File:, c:\Users\Public\Documents\PSemi\Super\data\LIGER_A0_OT\Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Calibration Directory:, C:\Users\Public\Documents\PSemi\Super\calibration\20190122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Part Number:, LIGER_A0_OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Operator:, chardatest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Station:, SUPER-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Date:, 03-13-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Start Time:, 15:26:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COND_SERIAL_NUMBER, COND_LOT_NUMBER, COND_DATE, COND_TIME, COND_TEST, COND_TEST_NUMBER, COND_TEST_NAME, COND_TEMP_C, MEAS_TEMP_C, COND_LOOP, COND_VDD_V, COND_VSS_V, COND_VDD_I_LIMIT_mA, COND_VCTRL_HI_V, COND_VCTRL_LO_V, COND_VCTRL_I_LIMIT_uA, COND_VSS_I_LIMIT_mA, COND_SETUP_STATE, COND_LOGIC_STATE, COND_ARG_VALUE, COND_A_PORT, COND_B_PORT, COND_ALT_LOGIC_STATE, COND_BAND, COND_INPUT_FREQ_MHz, COND_INPUT_PWR_dBm, MEAS_INPUT_PWR_PM_READING_dBm, COND_IDD_LIMIT_mA, COND_IL_LIMIT_dB, MEAS_IL_dB, MEAS_IDD_mA, COND_MUX_MODE, MEAS_MUX_VOLT_V, COND_MUX_FORCED_V1_V, MEAS_MUX_I1_uA, COND_MUX_FORCED_V2_V, MEAS_MUX_I2_uA, MEAS_MUX_RESISTANCE_Ohms, MEAS_MUX_RON_CAL_DELTA_Ohms, MEAS_IDD_RF_ON_mA, MEAS_IDD_RF_OFF_mA, MEAS_IDD_RF_ON_OFF_DELTA_mA, MEAS_IVIO_RF_ON_uA, MEAS_IVIO_RF_OFF_uA, COND_SERIAL_CTRL_STATE, COND_CTRL_PIN, MEAS_ICTRL_RF_ON_uA, MEAS_ICTRL_RF_OFF_uA, MEAS_ICTRL_RF_ON_OFF_DELTA_uA, COND_SW_FREQ_kHz, COND_SW_ACCEPT_CRITERIA_PERCENTAGE, MEAS_VIL_V, MEAS_VIH_V, COND_SG_TRIG_DELAY_us, COND_2FO_LIMIT_dBm, COND_3FO_LIMIT_dBm, COND_4FO_LIMIT_dBm, MEAS_FO_IDD_mA, MEAS_2FO_IDD_mA, MEAS_3FO_IDD_mA, MEAS_4FO_IDD_mA, MEAS_RISING_TIME_us, MEAS_RISING_TIME_DELTA_us, MEAS_FALLING_TIME_us, MEAS_FALLING_TIME_DELTA_us, COND_FO_SETTLING_METRIC_dB, COND_2FO_SETTLING_METRIC_dB, COND_3FO_SETTLING_METRIC_dB, COND_4FO_SETTLING_METRIC_dB, MEAS_FO_TIMING_us, MEAS_FO_OVERSHOOT, MEAS_2FO_TIMING_us, MEAS_2FO_OVERSHOOT, MEAS_3FO_TIMING_us, MEAS_3FO_OVERSHOOT, MEAS_4FO_TIMING_us, MEAS_4FO_OVERSHOOT, MEAS_FO_OUTPUT_PWR_AVG_dBm, MEAS_FO_OUTPUT_PWR_PEAK_dBm, MEAS_2FO_OUTPUT_PWR_AVG_dBm, MEAS_2FO_OUTPUT_PWR_PEAK_dBm, MEAS_3FO_OUTPUT_PWR_AVG_dBm, MEAS_3FO_OUTPUT_PWR_PEAK_dBm, MEAS_4FO_OUTPUT_PWR_AVG_dBm, MEAS_4FO_OUTPUT_PWR_PEAK_dBm, COND_TX_FREQ_MHz, COND_BLOCKER_FREQ_MHz, COND_IMD_PRODUCT_FREQ_MHz, COND_TX_PWR_dBm, COND_BLOCKER_PWR_dBm, MEAS_IMD_PRODUCT_PWR_dBm, MEAS_RISING_TRACE_FILE_NAME, MEAS_FALLING_TRACE_FILE_NAME, MEAS_TRACE_FILE_NAME, MEAS_FO_TRACE_FILE_NAME, MEAS_2FO_TRACE_FILE_NAME, MEAS_3FO_TRACE_FILE_NAME, MEAS_4FO_TRACE_FILE_NAME, COND_CM_STATE, COND_SWEEP_STATE, COND_SWEEP_VALUE, COND_PIN_NAME, COND_CURRENT_LIMIT, COND_DC_FORCED_CURRENT_mA, COND_DC_FORCED_VOLTAGE_1_V, COND_DC_FORCED_VOLTAGE_2_V, MEAS_DC_VOLTAGE_V, MEAS_DC_CURRENT_mA, MEAS_DC_RESISTANCE_Ohms, MEAS_DC_I1_uA, MEAS_DC_I2_uA, COND_LSL, COND_USL, COND_CRITICIZE, COND_ABORT_TEST_ON_FAILURE, COND_FAIL_BIN, MEAS_FAIL_BIN, COND_IDAC_LIMIT_mA, COND_DAC_FORCED_CURRENT_mA, COND_DAC_FORCED_VOLTAGE_V, MEAS_DAC_VOLTAGE_mA, MEAS_DAC_CURRENT_mA, COND_WAFER_ID, COND_WAFER_X, COND_WAFER_Y, MEAS_WAFER_DIE_BIN_NUMBER, MEAS_VEN_V, MEAS_VMOD_V, COND_SETUP_FILE_NAME, COMMENTS, COND_WAFER_SUBSITE, COND_WAFER_SUBSITE_NAME, COND_PROD_SERIAL, COND_FULL_PATTERN_ARG_STRING, COND_FULL_ALT_PATTERN_ARG_STRING, COND_RUN_CAL, COND_FORCE_ALL_DAC_PINS, MEAS_CAL_REG_VALUE, COND_CAL_REGISTER_ADDRESS, COND_CAL_REGISTER_VALUE, MEAS_CAL_REGISTER_VALUE, MEAS_GAIN_dB, COND_LINEAR_PWR_IN_dBm, COND_START_PWR_IN_dBm, COND_STOP_PWR_IN_dBm, COND_SMART_SWEEP, COND_SMART_SWEEP_COARSE_dB, COND_SMART_SWEEP_FINE_dB, COND_SMART_SWEEP_FINE_THRESH_dB, COND_COMPRESSION_LIMIT_dB, MEAS_COMPRESSION_PWR_AVG_dB, MEAS_COMPRESSION_PWR_PEAK_dB, MEAS_INPUT_PxdB_dBm, MEAS_OUTPUT_PxdB_dBm, MEAS_COMPRESSION_FOUND, COND_CM_VALUE, MEAS_RX_PWR_IN_dBm, MEAS_RX_PWR_OUT_dBm, MEAS_IMD_PRODUCT_FLOOR_dBm, MEAS_BLOCKER_PWR_dBm
CT8,T0_AY_V3,20190313,3:56:26 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,30,29.9665396,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.46484375,0.465087891,0.465332031,,,,,,,,,,,,,,,,,,30.013847,30.641818,-63.784004,-63.438816,-58.233421,-57.772433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:56:34 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,30.5,30.453387,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.466796875,0.466308594,0.467285156,,,,,,,,,,,,,,,,,,30.480991,30.608622,-62.77523,-62.461976,-56.678071,-56.276247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:56:42 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,31,30.9459137,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.468505859,0.468994141,0.466796875,,,,,,,,,,,,,,,,,,30.975928,31.591436,-61.782192,-61.29662,-55.197089,-54.762941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:56:50 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,31.5,31.3788979,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467285156,0.466064453,0.468017578,,,,,,,,,,,,,,,,,,31.46114,32.078763,-60.806776,-60.214194,-53.681977,-53.382587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:56:58 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,32,31.8659172,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467041016,0.466308594,0.466552734,,,,,,,,,,,,,,,,,,31.954602,32.236444,-59.842368,-59.259196,-52.204704,-51.827446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:57:06 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,32.5,32.3574163,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467285156,0.465820313,0.466064453,,,,,,,,,,,,,,,,,,32.439441,32.987618,-58.866537,-58.473866,-50.63591,-50.225423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:57:15 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,33,32.8424829,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467041016,0.466064453,0.467041016,,,,,,,,,,,,,,,,,,32.913708,33.501461,-57.866121,-57.643772,-49.09286,-48.783339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:57:23 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,33.5,33.3668982,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.465332031,0.463867188,0.464111328,,,,,,,,,,,,,,,,,,33.437721,33.841915,-56.821448,-56.587251,-47.541855,-47.145475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:57:31 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,34,33.8588295,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.463378906,0.464599609,0.46484375,,,,,,,,,,,,,,,,,,33.923088,34.083882,-55.816273,-55.472866,-45.842156,-45.497923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:57:39 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,34.5,34.3330368,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.465087891,0.464111328,0.465820313,,,,,,,,,,,,,,,,,,34.390102,34.93597,-54.869109,-54.526052,-44.324404,-43.908037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:57:47 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,35,34.8231756,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.466796875,0.470214844,0.465087891,,,,,,,,,,,,,,,,,,34.877699,35.150918,-53.767968,-53.386544,-42.723494,-42.259966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:57:55 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,35.2,35.0174346,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.468505859,0.46875,0.467773438,,,,,,,,,,,,,,,,,,35.062659,35.230783,-53.403427,-53.119477,-42.076356,-41.645264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:58:03 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,35.4,35.2040457,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.466552734,0.467773438,0.46875,,,,,,,,,,,,,,,,,,35.252308,35.582909,-53.033872,-52.672363,-41.404833,-40.94411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:58:11 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,35.6,35.5719449,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.466064453,0.465087891,0.466796875,,,,,,,,,,,,,,,,,,35.625063,36.116043,-52.258992,-51.966464,-40.167668,-39.753882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:58:19 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,35.8,35.7631852,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467529297,0.466552734,0.467285156,,,,,,,,,,,,,,,,,,35.827537,36.159407,-51.824262,-51.383508,-39.496208,-38.984018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:58:28 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,36,35.9757589,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.470214844,0.469726563,0.469482422,,,,,,,,,,,,,,,,,,36.030519,36.346383,-51.338392,-50.981359,-38.652217,-38.159645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:58:36 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,36.2,36.1661685,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467285156,0.465576172,0.466552734,,,,,,,,,,,,,,,,,,36.221403,36.571679,-51.003549,-50.614533,-37.99529,-37.454509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:58:44 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,36.4,36.3518429,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467529297,0.467285156,0.467285156,,,,,,,,,,,,,,,,,,36.413188,36.893313,-50.615436,-50.354506,-37.289042,-36.664268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:58:53 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,36.6,36.5992931,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.466552734,0.467285156,0.465332031,,,,,,,,,,,,,,,,,,35.828783,36.795837,-35.742858,-24.726997,-28.671237,-17.61255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:59:01 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N77_ANT2_TXIN,,A1,B1,LS_N77_ANT1_ISO,42,3428,36.8,36.8315531,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.467773438,0.46875,0.466796875,,,,,,,,,,,,,,,,,,35.132336,37.394165,-25.22659,-24.760978,-19.53413,-19.439131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:59:12 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,30,29.9682542,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.469238281,0.463378906,0.463623047,,,,,,,,,,,,,,,,,,30.066849,30.645394,-64.685536,-64.065083,-58.164146,-57.776771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:59:20 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,30.5,30.4599252,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.462646484,0.463378906,0.463623047,,,,,,,,,,,,,,,,,,30.553049,30.830163,-63.796385,-63.405045,-56.661863,-56.301607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:59:28 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,31,30.9407849,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.464111328,0.464111328,0.464599609,,,,,,,,,,,,,,,,,,31.037075,31.206593,-62.76211,-62.427558,-55.128523,-54.859341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:59:36 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,31.5,31.3785218,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.462890625,0.466796875,0.464599609,,,,,,,,,,,,,,,,,,31.522045,32.13551,-61.713401,-61.261387,-53.626343,-53.208901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:59:44 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,32,31.8755228,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.46484375,0.467285156,0.466796875,,,,,,,,,,,,,,,,,,32.004735,32.152168,-60.670696,-60.316817,-52.078122,-51.717236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,3:59:52 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,32.5,32.3436093,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.466308594,0.466796875,0.466796875,,,,,,,,,,,,,,,,,,32.475325,32.858595,-59.774255,-59.540456,-50.585481,-50.203243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,4:00:00 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,33,32.8297944,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.465332031,0.466308594,0.466552734,,,,,,,,,,,,,,,,,,32.969629,33.156515,-58.744347,-58.470314,-49.055384,-48.735726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,4:00:08 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,33.5,33.3658942,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.465332031,0.466796875,0.464355469,,,,,,,,,,,,,,,,,,33.502323,33.973938,-57.672025,-57.36704,-47.37738,-47.023311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,4:00:16 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,34,33.8494131,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.464599609,0.466796875,0.467285156,,,,,,,,,,,,,,,,,,33.968796,34.114474,-56.596696,-56.30865,-45.779351,-45.397927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,4:00:24 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,34.5,34.3323675,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.464111328,0.466308594,0.465576172,,,,,,,,,,,,,,,,,,34.447965,34.80342,-55.652462,-55.307208,-44.28663,-43.890132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT8,T0_AY_V3,20190313,4:00:32 PM,HARMONICS,,,AMB,AMB,0,1.08,,2 mA,1.2,0,2 mA,,,LS_N79_ANT2_TXIN,,A2,B2,LS_N79_ANT1_ISO,42,3428,35,34.8206774,,,,,,,,,,,,,,,,,,,,,,,,,,,245,-25,-20,,0.465332031,0.464111328,0.466308594,,,,,,,,,,,,,,,,,,34.930572,35.118825,-54.671107,-54.40089,-42.652776,-42.243399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harmonics_Nominal.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
